tSec,x,y,z,vx,vy,vz,
12720,-5021812.35518888,-5185183.61109299,-2730694.93160991,3830.14538604009,-516.605781433584,-6059.98698072016,
12780,-4784284.12805484,-5208069.80228642,-3089832.43638747,4085.39453332083,-246.076370817912,-5908.14519435617,
12840,-4531820.97333786,-5214698.3670584,-3439303.20985868,4327.84695168378,25.173424208382,-5737.848082658,
12900,-4265213.55796077,-5205051.58836845,-3778015.89163888,4556.74761973779,296.293418534178,-5549.63710299995,
12960,-3985296.55220385,-5179162.73010503,-4104913.29683965,4771.38515344317,566.43488952805,-5344.10964995557,
13020,-3692945.9458166,-5137115.86713964,-4418975.7105278,4971.09396701347,834.753315073861,-5121.91696051387,
13080,-3389076.23979852,-5079045.55200116,-4719224.05033993,5155.25625171367,1100.41107351676,-4883.76182002348,
13140,-3074637.52517677,-5005136.32144032,-5004722.88648983,5323.3037643295,1362.58007957337,-4630.39610809473,
13200,-2750612.46017204,-4915622.04687654,-5274583.31036398,5474.71942551881,1620.44435122748,-4362.61820927988,
13260,-2418013.15710655,-4810785.13305902,-5527965.64426676,5609.03873133753,1873.2025020085,-4081.27031068403,
13320,-2077877.99008357,-4690955.56941529,-5764081.98600085,5725.850982598,2120.07015935486,-3787.23560053481,
13380,-1731268.33443363,-4556509.83853318,-5982198.58267802,5824.80032969398,2360.2823079151,-3481.43537970312,
13440,-1379265.24895099,-4407869.68638138,-6181638.02898093,5905.58663610804,2593.09555468091,-3164.8261008404,
13500,-1022966.11148634,-4245500.75891593,-6361781.28583454,5967.96617170823,2817.7903189333,-2838.39634242446,
13560,-663481.217961094,-4069911.10944666,-6522069.51517481,6011.75213575476,3033.67294792727,-2503.16369985629,
13620,-301930.355895706,-3881649.58228382,-6662005.72538262,6036.81497772555,3240.07771293309,-2160.1715892342,
13680,60560.6351933509,-3681304.08183865,-6781156.22430506,6043.08252480201,3436.36862886852,-1810.48604947967,
13740,422863.307605419,-3469499.73668024,-6879151.88238812,6030.54001088252,3621.94115620807,-1455.19260776911,
13800,783850.049035392,-3246896.9623178,-6955689.20751779,5999.23002899805,3796.22388069664,-1095.39311589608,
13860,1142397.518589,-3014189.42462773,-7010531.22721183,5949.25231393468,3958.68013154623,-732.202496861704,
13920,1497390.06407219,-2772101.90993201,-7043508.17499687,5880.76334191643,4108.80946602675,-366.745490991618,
13980,1847723.11159384,-2521388.10979761,-7054517.98311167,5793.97582419848,4246.14904366468,-0.153446959959862,
14040,2192306.5226456,-2262828.32488942,-7043526.58227761,5689.15812144575,4370.27495154248,366.43891216759,
14100,2530067.91206277,-1997227.09102169,-7010568.00544113,5566.63351397038,4480.80346801574,731.896791112498,
14160,2859955.916398,-1725410.73219931,-6955744.29176484,5426.77927327304,4577.39222359891,1095.08866902345,
14220,3180943.40075122,-1448224.84833031,-6879225.19037766,5270.02554971951,4659.74121421329,1454.88961367646,
14280,3492030.59538388,-1166531.74615169,-6781247.66753779,5096.8541565397,4727.59369152373,1810.18452259085,
14340,3792248.15706432,-881207.818908583,-6662115.22018577,4907.79727133108,4780.73698501542,2159.87134963174,
14400,4080660.14858157,-593140.879179709,-6522196.99478506,4703.43599560714,4819.00323018898,2502.86436914059,
14460,4356366.92668719,-303227.452505734,-6361926.71038985,4484.39874787111,4842.26994213623,2838.09742157215,
14520,4618507.93014317,-12370.0407649672,-6181801.38921768,4251.35955154784,4850.46046234582,3164.52708595435,
14580,4866264.36240637,278525.638951043,-5982379.89777012,4005.03622711502,4843.54433103669,3481.13583430286,
14640,5098861.7614616,568553.43514231,-5764281.29828499,3746.188429667,4821.5375633358,3786.93519712979,
14700,5315572.4465084,856809.555343868,-5528183.01069651,3475.61550567419,4784.50278911622,4080.96890739566,
14760,5515717.83070097,1142395.36326466,-5274818.78763627,3194.1541732641,4732.54923402173,4362.31598166139,
14820,5698670.58985462,1424420.16984862,-5004976.50744829,2902.67604529976,4665.83253642667,4630.09369950465,
14880,5863856.67852554,1702004.00863692,-4719495.7921016,2602.08502280026,4584.55440907826,4883.46045897838,
14940,6010757.18629008,1974280.38638889,-4419265.45774792,2293.31457792637,4488.96215357679,5121.61849715472,
15000,6138910.02844583,2240399.00036987,-4105220.8064624,1977.32495985141,4379.34803814812,5343.81646370134,
15060,6247911.46776769,2499528.41489721,-3778340.76721494,1655.10035766262,4256.048566539,5549.351884557,
