tSec,x,y,z,vx,vy,vz,
13800,783850.0045891,-3246896.99217952,-6955689.20255642,5999.23003333198,3796.22385933274,-1095.39316073012,
13860,1142397.47447417,-3014189.45573064,-7010531.22496194,5949.25232065116,3958.68011155044,-732.20254238718,
13920,1497390.02043198,-2772101.94219164,-7043508.17549578,5880.76335102046,4108.80944747843,-366.74553706987,
13980,1847723.06857145,-2521388.14312481,-7054517.98638834,5793.97583568773,4246.14902663923,-0.153493449839264,
14040,2192306.4803839,-2262828.35919067,-7043526.58835244,5689.15813531063,4370.27493611107,366.438865409323,
14100,2530067.87070383,-1997227.12619933,-7010568.01432589,5566.63353019405,4480.8034542452,731.89674423077,
14160,2859955.87608267,-1725410.76815179,-6955744.30346256,5426.77929183153,4577.39221155151,1095.08862216447,
14220,3180943.36161868,-1448224.88495247,-6879225.20488255,5270.02557058177,4659.74120394661,1454.88956698735,
14280,3492030.55757126,-1166531.78333511,-6781247.68483525,5096.85417966767,4727.5936830905,1810.18447621925,
14340,3792248.12070624,-881207.856541785,-6662115.2402523,4907.79729667979,4780.73697846338,2159.87130372542,
14400,4080660.11380976,-593140.917148521,-6522197.01758833,4703.43602312479,4819.0032255607,2502.86432384705,
14460,4356366.89362995,-303227.490693703,-6361926.73588874,4484.39877749361,4842.26993946311,2838.09737703493,
14520,4618507.89892472,-12370.0790539597,-6181801.41736253,4251.35958320708,4850.46046165615,3164.5270423167,
14580,4866264.33314679,278525.600680823,-5982379.92850267,4005.03626073907,4843.54433235593,3481.1357917079,
14640,5098861.73427647,568553.397012029,-5764281.33153841,3746.18846517795,4821.53756668406,3786.93515571892,
14700,5315572.42150846,856809.517475734,-5528183.04639557,3475.61554298828,4784.50279450824,4080.96886730823,
14760,5515717.80799175,1142395.32578161,-5274818.82569744,3194.15421229186,4732.54924146678,4362.31594303439,
14820,5698670.56953611,1424420.13287397,-5004976.54777991,2902.67608594619,4665.83254592853,4630.09366247241,
14880,5863856.66069188,1702003.97229405,-4719495.83460401,2602.08506496499,4584.55442063516,4883.46042367225,
14940,6010757.17102923,1974280.35080092,-4419265.50231371,2293.31462150382,4488.96216718135,5121.61846370276,
15000,6138910.01583925,2240398.96565929,-4105220.85297655,1977.32500473098,4379.34805378733,5343.81643222806,
15060,6247911.45789007,2499528.38118557,-3778340.8155551,1655.1004037288,4256.04858419415,5549.351855183,
15120,6337417.45666827,2750858.65843904,-3439644.9407315,1327.64601989517,4119.44366308894,5737.57354769339,
15180,6407144.8373099,2993603.93059267,-3090190.25270712,995.984977241317,3969.95560857512,5907.88395813968,
15240,6456872.26922292,3227004.91300209,-2731067.96451818,661.155077220414,3808.04795937499,6059.74135766464,
15300,6486441.04708014,3450331.3359174,-2363400.06844854,324.205468532917,3634.22409865028,6192.66181000914,
