tSec,x,y,z,vx,vy,vz,
86600,-6161942.45596362,-4597273.51323204,-676556.832553546,2208.07664691902,-1996.98417274216,-6542.91330664951,
86610,-6139594.56829737,-4617043.53314691,-741955.586891062,2261.46847251466,-1956.99127068031,-6536.74274786355,
86620,-6116713.7425532,-4636412.77369399,-807289.792194257,2314.663486733,-1916.82888361679,-6530.00359578806,
86630,-6093301.97008844,-4655379.5575808,-872553.765494205,2367.65704383064,-1876.5005255049,-6522.69645160398,
86640,-6069361.2886281,-4673942.24272721,-937741.830085331,2420.44451608652,-1836.00972480513,-6514.82196679348,
86650,-6044893.78208256,-4692099.22240891,-1002848.31602819,2473.02129421664,-1795.36002417152,-6506.38084309279,
86660,-6019901.58036109,-4709848.92539779,-1067867.56065178,2525.38278779147,-1754.55498013494,-6497.37383244207,
86670,-5994386.85918128,-4727189.81609909,-1132793.90905527,2577.52442565619,-1713.59816278265,-6487.80173693147,
86680,-5968351.83987409,-4744120.39468535,-1197621.71460926,2629.4416563536,-1672.49315543418,-6477.66540874225,
86690,-5941798.78918482,-4760639.19722713,-1262345.33945633,2681.12994854927,-1631.2435543129,-6466.9657500819,
86700,-5914730.01906972,-4776744.79582032,-1326959.15501099,2732.58479145855,-1589.8529682136,-6455.70371311251,
86710,-5887147.88648834,-4792435.79871025,-1391457.54245881,2783.8016952746,-1548.32501816595,-6443.88029987139,
86720,-5859054.79319163,-4807710.85041227,-1455834.89325474,2834.7761915968,-1506.66333709414,-6431.49656218332,
86730,-5830453.18550574,-4822568.63182905,-1520085.60962052,2885.50383385867,-1464.87156947298,-6418.55360156396,
86740,-5801345.55411153,-4837007.86036429,-1584204.10504108,2935.98019775423,-1422.95337098092,-6405.0525691139,
86750,-5771734.43381984,-4851027.29003304,-1648184.80475978,2986.20088166206,-1380.91240815041,-6390.99466540343,
86760,-5741622.40334258,-4864625.71156849,-1712022.14627253,3036.16150706591,-1338.75235801638,-6376.38114034782,
86770,-5711012.08505951,-4877801.95252521,-1775710.57982056,3085.85771897106,-1296.47690776315,-6361.21329307356,
86780,-5679906.14478106,-4890554.8773789,-1839244.56888182,3135.28518631564,-1254.08975437067,-6345.49247177594,
86790,-5648307.29150689,-4902883.38762255,-1902618.59066096,3184.43960237614,-1211.59460426056,-6329.22007356874,
86800,-5616218.27718056,-4914786.42185911,-1965827.13657768,3233.31668516674,-1168.99517294253,-6312.3975443267,
86810,-5583641.89644014,-4926262.95589059,-2028864.71275357,3281.91217783217,-1126.29518466164,-6295.02637852197,
86820,-5550580.986365,-4937312.00280367,-2091725.84049722,3330.2218490341,-1083.49837204667,-6277.10811905521,
86830,-5517038.42621872,-4947932.61305176,-2154405.05678764,3378.24149333137,-1040.60847575987,-6258.64435708263,
86840,-5483017.13718824,-4958123.87453363,-2216896.91475598,3425.96693155434,-997.62924414801,-6239.63673183947,
86850,-5448520.08211931,-4967884.91266847,-2279195.98416534,3473.39401117426,-954.564432894625,-6220.08693046077,
86860,-5413550.26524821,-4977214.89046755,-2341296.85188897,3520.51860666802,-911.417804673199,-6199.99668779981,
86870,-5378110.73192997,-4986113.00860239,-2403194.12238643,3567.33661987931,-868.193128800905,-6179.36778624434,
86880,-5342204.56836279,-4994578.50546945,-2464882.41817808,3613.84398037651,-824.894180892489,-6158.20205553054,
86890,-5305834.90130914,-5002610.65725138,-2526356.38031761,3660.03664580816,-781.524742513899,-6136.50137255454,
86900,-5269004.8978131,-5010208.77797481,-2587610.66886265,3705.91060225596,-738.088600835278,-6114.26766118089,
86910,-5231717.76491432,-5017372.21956463,-2648639.96334352,3751.46186458586,-694.589548283064,-6091.50289204762,
86920,-5193976.74935839,-5024100.37189483,-2709438.96322996,3796.68647679669,-651.031382191038,-6068.20908236721,
86930,-5155785.13730383,-5030392.66283582,-2770002.38839585,3841.58051236655,-607.417904450308,-6044.38829572321,
