tSec,x,y,z,vx,vy,vz,
2320,-5592999.85515705,387002.766700024,4398924.85601975,-4653.41036973413,-505.623306887001,-5795.32264028232,
2330,-5639225.46077935,381925.344066118,4340730.10082392,-4591.62735850507,-509.851818304094,-5843.52035900157,
2340,-5684830.74573604,376805.919097418,4282056.6180091,-4529.34737160012,-514.023700875117,-5891.06732914327,
2350,-5729810.77440275,371645.060261702,4222910.93999713,-4466.57724377438,-518.138519714617,-5937.95857471621,
2360,-5774160.67975124,366443.340346366,4163299.648632,-4403.32385952203,-522.195845774793,-5984.18918740137,
2370,-5817875.66384719,361201.336400296,4103229.37449917,-4339.59415312823,-526.195255801016,-6029.75432738394,
2380,-5860950.99834759,355919.629675953,4042706.7962352,-4275.39510851435,-530.136332340663,-6074.64922446241,
2390,-5903382.02499496,350598.805571009,3981738.63982534,-4210.73375875947,-534.018663823114,-6118.86917931879,
2400,-5945164.15610505,345239.453568854,3920331.67788826,-4145.6171852605,-537.841844703299,-6162.40956478707,
2410,-5986292.87504449,339842.167177482,3858492.72894882,-4080.05251659543,-541.605475607091,-6205.26582694894,
2420,-6026763.73669621,334407.543867374,3796228.6567013,-4014.04692719247,-545.309163527119,-6247.43348599389,
2430,-6066572.36791068,328936.185005451,3733546.36926454,-3947.60763593128,-548.95252211477,-6288.90813685758,
2440,-6105714.46794432,323428.695789617,3670452.81843331,-3880.74190491966,-552.53517156323,-6329.68544947875,
2450,-6144185.80888592,317885.685182524,3606954.99892686,-3813.45703833576,-556.056738732479,-6369.76116904571,
2460,-6181982.23607218,312307.765844892,3543059.94763565,-3745.76038143723,-559.516857145107,-6409.1311161543,
2470,-6219099.6684941,306695.554069055,3478774.74286648,-3677.659319684,-562.915166946475,-6447.79118697335,
2480,-6255534.0991949,301049.669713034,3414106.50358577,-3609.16127793176,-566.251314842523,-6485.73735344976,
2490,-6291281.59566011,295370.736135283,3349062.3886605,-3540.27371965472,-569.524954029071,-6522.96566356523,
2500,-6326338.30019982,289659.380130126,3283649.59609644,-3471.00414616118,-572.735744126018,-6559.47224164256,
2510,-6360700.43032298,283916.231863784,3217875.36227299,-3401.36009577025,-575.883351127998,-6595.25328868502,
2520,-6394364.27910314,278141.924810772,3151746.96117471,-3331.34914293035,-578.967447379823,-6630.3050827136,
2530,-6427326.21553509,272337.095690398,3085271.70361962,-3260.97889728564,-581.987711581284,-6664.62397905411,
2540,-6459582.68488211,266502.384403063,3018456.93648512,-3190.25700273053,-584.943828822693,-6698.20641053113,
2550,-6491130.20901388,260638.43396605,2951310.04193246,-3119.1911365172,-587.835490650289,-6731.04888755522,
2560,-6521965.38673615,254745.890448528,2883838.43663078,-3047.78900848104,-590.662395158316,-6763.14799813487,
2570,-6552084.89411324,248825.40290552,2816049.57098116,-2976.05836041494,-593.424247101385,-6794.50040788214,
2580,-6581485.48478507,242877.623310693,2747950.92834025,-2904.0069655716,-596.120758016791,-6825.10286009118,
2590,-6610163.99027959,236903.206487925,2679550.02424255,-2831.64262822614,-598.751646343619,-6854.95217594291,
2600,-6638117.3203207,230902.810041756,2610854.40561997,-2758.97318321492,-601.316637525924,-6884.04525484146,
2610,-6665342.46313122,224877.094286921,2541871.6500175,-2686.00649538406,-603.815464091877,-6912.37907484234,
2620,-6691836.48572976,218826.722177215,2472609.3648044,-2612.75045892305,-606.247865708012,-6939.95069311046,
2630,-6717596.53422038,212752.359233926,2403075.18638092,-2539.21299659821,-608.613589214298,-6966.75724635326,
2640,-6742619.83407423,206654.67347397,2333276.7793809,-2465.40205892298,-610.912388648807,-6992.79595120018,
2650,-6766903.69040278,200534.335337801,2263221.83587093,-2391.32562330065,-613.144025269329,-7018.06410452562,
2660,-6790445.48822238,194392.017617106,2192918.07454644,-2316.9916931612,-615.308267575022,-7042.55908372644,
2670,-6813242.69271022,188228.395382289,2122373.23992527,-2242.40829710124,-617.404891326838,-7066.2783469653,
2680,-6835292.84945175,182044.145909764,2051595.10153888,-2167.58348803054,-619.433679563197,-7089.21943338583,
2690,-6856593.58467954,175839.94860914,1980591.4531216,-2092.52534233095,-621.394422607637,-7111.37996330316,
2700,-6877142.60550394,169616.484950369,1909370.11179802,-2017.24195903393,-623.28691806699,-7132.7576383766,
2710,-6896937.70013548,163374.438390959,1837938.91726873,-1941.74145901914,-625.110970820731,-7153.35024177486,
2720,-6915976.73809948,157114.494303328,1766305.73099438,-1866.03198422847,-626.866393003714,-7173.15563834433,
2730,-6934257.6704427,150837.339902356,1694478.43537805,-1790.12169688411,-628.553003985602,-7192.17177478428,
2740,-6951778.52993227,144543.664173137,1622464.93294582,-1714.01877869976,-630.170630350981,-7210.39667982447,
2750,-6968537.43124658,138234.157798909,1550273.14552561,-1637.73143008065,-631.719105884245,-7227.82846439537,
2760,-6984532.57115816,131909.513089101,1477911.01342436,-1561.26786931616,-633.198271562585,-7244.46532178264,
