tSec,ra,dec,range,range_rate,
6310,99999999,99999999,99999999,99999999,
6320,99999999,99999999,99999999,99999999,
6330,99999999,99999999,99999999,99999999,
6340,99999999,99999999,99999999,99999999,
6350,99999999,99999999,99999999,99999999,
6360,99999999,99999999,99999999,99999999,
6370,99999999,99999999,99999999,99999999,
6380,99999999,99999999,99999999,99999999,
6390,99999999,99999999,99999999,99999999,
6400,99999999,99999999,99999999,99999999,
6410,99999999,99999999,99999999,99999999,
6420,99999999,99999999,99999999,99999999,
6430,99999999,99999999,99999999,99999999,
6440,99999999,99999999,99999999,99999999,
6450,99999999,99999999,99999999,99999999,
6460,99999999,99999999,99999999,99999999,
6470,99999999,99999999,99999999,99999999,
6480,99999999,99999999,99999999,99999999,
6490,99999999,99999999,99999999,99999999,
6500,99999999,99999999,99999999,99999999,
6510,99999999,99999999,99999999,99999999,
6520,99999999,99999999,99999999,99999999,
6530,99999999,99999999,99999999,99999999,
6540,99999999,99999999,99999999,99999999,
6550,99999999,99999999,99999999,99999999,
6560,99999999,99999999,99999999,99999999,
6570,99999999,99999999,99999999,99999999,
6580,99999999,99999999,99999999,99999999,
6590,99999999,99999999,99999999,99999999,
6600,99999999,99999999,99999999,99999999,
6610,99999999,99999999,99999999,99999999,
6620,99999999,99999999,99999999,99999999,
6630,99999999,99999999,99999999,99999999,
6640,99999999,99999999,99999999,99999999,
6650,99999999,99999999,99999999,99999999,
6660,99999999,99999999,99999999,99999999,
6670,99999999,99999999,99999999,99999999,
6680,99999999,99999999,99999999,99999999,
6690,99999999,99999999,99999999,99999999,
6700,99999999,99999999,99999999,99999999,
6710,99999999,99999999,99999999,99999999,
6720,99999999,99999999,99999999,99999999,
6730,99999999,99999999,99999999,99999999,
6740,99999999,99999999,99999999,99999999,
6750,99999999,99999999,99999999,99999999,
6760,99999999,99999999,99999999,99999999,
6770,99999999,99999999,99999999,99999999,
6780,99999999,99999999,99999999,99999999,
6790,99999999,99999999,99999999,99999999,
6800,99999999,99999999,99999999,99999999,
6810,99999999,99999999,99999999,99999999,
6820,99999999,99999999,99999999,99999999,
6830,99999999,99999999,99999999,99999999,
6840,99999999,99999999,99999999,99999999,
6850,99999999,99999999,99999999,99999999,
6860,99999999,99999999,99999999,99999999,
6870,99999999,99999999,99999999,99999999,
6880,99999999,99999999,99999999,99999999,
6890,99999999,99999999,99999999,99999999,
6900,99999999,99999999,99999999,99999999,
6910,99999999,99999999,99999999,99999999,
6920,99999999,99999999,99999999,99999999,
6930,99999999,99999999,99999999,99999999,
6940,99999999,99999999,99999999,99999999,
6950,99999999,99999999,99999999,99999999,
6960,99999999,99999999,99999999,99999999,
6970,99999999,99999999,99999999,99999999,
6980,0.18716084378663,-0.000715584128260909,2987095.71655136,-6648.13549057227,
6990,0.192462691400792,0.0100649247292442,2920656.64869181,-6639.46248070569,
7000,0.198012462809556,0.0210922479506883,2854310.94481591,-6629.44561434233,
7010,0.203828950830473,0.0323829523234815,2788072.57520967,-6617.97656258716,
7020,0.20993285350938,0.0439550149632363,2721956.65563612,-6604.9342863429,
7030,0.216347017116802,0.0558279614343608,2655979.58302644,-6590.1832759969,
7040,0.223096716412158,0.0680230175113464,2590159.19011929,-6573.57151484168,
7050,0.230209978826051,0.0805632754442479,2524514.92204116,-6554.9281188811,
7060,0.237717960553119,0.0934738753946003,2459068.03833488,-6534.06059738109,
7070,0.245655384187955,0.106782202367407,2393841.84454634,-6510.75166891655,
7080,0.254061049544509,0.120518098416302,2328861.95818632,-6484.75555658142,
7090,0.262978431761267,0.134714089051766,2264156.61470947,-6455.79367336765,
7100,0.272456383816272,0.149405621509135,2199757.02011233,-6423.54959452654,
7110,0.282549964285958,0.16463131065639,2135697.75786054,-6387.66319828054,
7120,0.293321415733483,0.180433185593213,2072017.25912163,-6347.72384017516,
7130,0.304841324685065,0.196856926067499,2008758.34670638,-6303.26241079551,
7140,0.317190000947921,0.213952072235028,1945968.86469247,-6253.74211349041,
7150,0.330459122251602,0.231772183353247,1883702.40738138,-6198.54779143381,
7160,0.344753700045969,0.250374909829968,1822019.16293928,-6136.97363712361,
7170,0.36019443387372,0.269821927423269,1760986.88864635,-6068.20914065783,
7180,0.376920534964342,0.290178660685903,1700682.03587132,-5991.32318871664,
7190,0.395093114064416,0.311513692849083,1641191.04328596,-5905.24633342004,
7200,0.414899242707484,0.333897718577592,1582611.81578807,-5808.75143733202,
7210,0.436556808296832,0.357401841212632,1525055.40312411,-5700.43320788409,
7220,0.460320285932175,0.382094943792396,1468647.88483435,-5578.68761615451,
7230,0.486487533377978,0.408039770280001,1413532.45479572,-5441.69292228502,
7240,0.515407661004526,0.435287239030292,1359871.6764385,-5287.39508754316,
7250,0.547489902686289,0.463868378792498,1307849.84491997,-5113.5018275512,
7260,0.583213159910132,0.493783143809535,1257675.34064963,-4917.49151025833,
7270,0.623135416929429,0.524985265590143,1209582.7848838,-4696.64549289411,
7280,0.667901385735952,0.557362309357671,1163834.70916588,-4448.1150908497,
7290,0.718245332388452,0.590710359169586,1120722.3267137,-4169.03657831427,
7300,0.774983822857778,0.62470348208612,1080564.85466407,-3856.70826302776,
7310,0.838989959311401,0.658859646778542,1043706.70588182,-3508.84086162812,
7320,0.911136853699494,0.692507484630407,1010511.79456724,-3123.88363093831,
7330,0.992195108063532,0.724762435099658,981354.2531578,-2701.41162865016,
7340,1.08267082480565,0.754526027212922,956605.127107344,-2242.5335989037,
7350,1.18258413356007,0.780526388405548,936615.17197403,-1750.24927978814,
7360,1.2912208138952,0.801417146756472,921694.72491529,-1229.66000644195,
7370,1.40693886012135,0.815939501633041,912092.624304908,-687.933510273671,
7380,1.5271497265826,0.823125275753426,907977.007660262,-133.957560688846,
7390,1.64856833170308,0.82248607573295,909421.138579505,422.310929502463,
7400,1.76770915126536,0.814118914969986,916396.899544086,970.705115217464,
7410,1.88145995362808,0.798683140772989,928777.244565062,1501.75012524931,
7420,1.9875133228444,0.77725889582942,946347.120816658,2007.42709457991,
7430,2.08452845763364,0.75114552643183,968820.753304346,2481.66606955706,
7440,2.17204498939607,0.721668382874411,995862.265327076,2920.51991501272,
7450,2.25026066863947,0.690038242292924,1027106.56580939,3322.05542762814,
7460,2.31978505838758,0.657274631435626,1062178.09235486,3686.0503469839,
7470,2.38143502283755,0.624182129538276,1100705.98001627,4013.59761768487,
7480,2.43609218701452,0.591361064702951,1142335.17224583,4306.70128810577,
7490,2.48461640285677,0.559235702723708,1186733.68940686,4567.9186321872,
7500,2.5278003279949,0.528088112537965,1233596.66652442,4800.07408321156,
7510,2.56635054809628,0.498090875024181,1282647.91371509,5006.04926119856,
7520,2.60088419385202,0.469335432341436,1333639.72666976,5188.64098999027,
7530,2.63193370768691,0.441855099713562,1386351.56245323,5350.47396274348,
7540,2.65995528623683,0.415642935982179,1440588.056341,5493.95404425303,
7550,2.68533846303485,0.390665179443724,1496176.7224672,5621.24987631433,
7560,2.70841550133077,0.366871094279926,1552965.57008691,5734.29298015619,
7570,2.72946997359121,0.344200028987448,1610820.78209117,5834.78908813728,
7580,2.74874429726848,0.322586370636173,1669624.54096335,5924.23560633184,
7590,2.76644620243013,0.301962944627373,1729273.04524315,6003.9418019868,
7600,2.78275420576732,0.282263285347045,1789674.73205882,6075.04955144655,
7610,2.79782220549196,0.263423098544487,1850748.70426519,6138.55335377549,
7620,2.81178332068583,0.245381152963386,1912423.35090743,6195.31890100946,
7630,2.82475309258963,0.228079774638325,1974635.14468285,6246.09987597293,
7640,2.83683215277256,0.211465069054263,2037327.59806371,6291.55288526829,
7650,2.84810844866424,0.195486960693703,2100450.35958408,6332.25057496618,
7660,2.85865910282446,0.180099113415385,2163958.43269427,6368.6930530199,
7670,2.86855196957962,0.165258776212498,2227811.50103254,6401.31777856316,
7680,2.87784694161241,0.150926585307169,2291973.34563872,6430.50808959375,
7690,2.88659704976175,0.137066343823453,2356411.3413415,6456.60053736057,
7700,2.89484939152966,0.123644793377954,2421096.02118424,6479.89118467332,
7710,2.90264591739927,0.110631387051485,2486000.69925317,6500.64101050322,
7720,2.9100240988333,0.0979980697846336,2551101.14361609,6519.08054716673,
7730,2.91701749755074,0.0857190698598884,2616375.2922624,6535.41386054938,
7740,2.92365625219855,0.0737707034936501,2681803.00596491,6549.82196902373,
7750,2.9299674957006,0.0621311934477264,2747365.85287222,6562.46578331351,
7760,2.93597571425559,0.0507805018274991,2813046.92040228,6573.48863767931,
7770,2.94170305707117,0.0397001767523105,2878830.65065828,6583.01847243032,
7780,2.94716960438016,0.0288732122840961,2944702.69614251,6591.16971880583,
7790,2.95239360002367,0.0182839208267348,3010649.79301426,6598.04492958662,
7800,2.95739165384955,0.00791781712115744,3076659.64953846,6603.73619224201,
7810,99999999,99999999,99999999,99999999,
7820,99999999,99999999,99999999,99999999,
7830,99999999,99999999,99999999,99999999,
7840,99999999,99999999,99999999,99999999,
7850,99999999,99999999,99999999,99999999,
7860,99999999,99999999,99999999,99999999,
7870,99999999,99999999,99999999,99999999,
7880,99999999,99999999,99999999,99999999,
7890,99999999,99999999,99999999,99999999,
7900,99999999,99999999,99999999,99999999,
7910,99999999,99999999,99999999,99999999,
7920,99999999,99999999,99999999,99999999,
7930,99999999,99999999,99999999,99999999,
7940,99999999,99999999,99999999,99999999,
7950,99999999,99999999,99999999,99999999,
7960,99999999,99999999,99999999,99999999,
7970,99999999,99999999,99999999,99999999,
7980,99999999,99999999,99999999,99999999,
7990,99999999,99999999,99999999,99999999,
8000,99999999,99999999,99999999,99999999,
8010,99999999,99999999,99999999,99999999,
8020,99999999,99999999,99999999,99999999,
8030,99999999,99999999,99999999,99999999,
8040,99999999,99999999,99999999,99999999,
8050,99999999,99999999,99999999,99999999,
8060,99999999,99999999,99999999,99999999,
8070,99999999,99999999,99999999,99999999,
8080,99999999,99999999,99999999,99999999,
8090,99999999,99999999,99999999,99999999,
8100,99999999,99999999,99999999,99999999,
8110,99999999,99999999,99999999,99999999,
8120,99999999,99999999,99999999,99999999,
8130,99999999,99999999,99999999,99999999,
8140,99999999,99999999,99999999,99999999,
8150,99999999,99999999,99999999,99999999,
8160,99999999,99999999,99999999,99999999,
8170,99999999,99999999,99999999,99999999,
8180,99999999,99999999,99999999,99999999,
8190,99999999,99999999,99999999,99999999,
8200,99999999,99999999,99999999,99999999,
8210,99999999,99999999,99999999,99999999,
8220,99999999,99999999,99999999,99999999,
8230,99999999,99999999,99999999,99999999,
8240,99999999,99999999,99999999,99999999,
8250,99999999,99999999,99999999,99999999,
8260,99999999,99999999,99999999,99999999,
8270,99999999,99999999,99999999,99999999,
8280,99999999,99999999,99999999,99999999,
8290,99999999,99999999,99999999,99999999,
8300,99999999,99999999,99999999,99999999,
8310,99999999,99999999,99999999,99999999,
8320,99999999,99999999,99999999,99999999,
8330,99999999,99999999,99999999,99999999,
8340,99999999,99999999,99999999,99999999,
8350,99999999,99999999,99999999,99999999,
8360,99999999,99999999,99999999,99999999,
8370,99999999,99999999,99999999,99999999,
8380,99999999,99999999,99999999,99999999,
8390,99999999,99999999,99999999,99999999,
8400,99999999,99999999,99999999,99999999,
8410,99999999,99999999,99999999,99999999,
8420,99999999,99999999,99999999,99999999,
8430,99999999,99999999,99999999,99999999,
8440,99999999,99999999,99999999,99999999,
8450,99999999,99999999,99999999,99999999,
8460,99999999,99999999,99999999,99999999,
8470,99999999,99999999,99999999,99999999,
8480,99999999,99999999,99999999,99999999,
8490,99999999,99999999,99999999,99999999,
8500,99999999,99999999,99999999,99999999,
8510,99999999,99999999,99999999,99999999,
8520,99999999,99999999,99999999,99999999,
8530,99999999,99999999,99999999,99999999,
8540,99999999,99999999,99999999,99999999,
8550,99999999,99999999,99999999,99999999,
8560,99999999,99999999,99999999,99999999,
8570,99999999,99999999,99999999,99999999,
8580,99999999,99999999,99999999,99999999,
8590,99999999,99999999,99999999,99999999,
8600,99999999,99999999,99999999,99999999,
8610,99999999,99999999,99999999,99999999,
8620,99999999,99999999,99999999,99999999,
8630,99999999,99999999,99999999,99999999,
8640,99999999,99999999,99999999,99999999,
8650,99999999,99999999,99999999,99999999,
8660,99999999,99999999,99999999,99999999,
8670,99999999,99999999,99999999,99999999,
8680,99999999,99999999,99999999,99999999,
8690,99999999,99999999,99999999,99999999,
8700,99999999,99999999,99999999,99999999,
8710,99999999,99999999,99999999,99999999,
8720,99999999,99999999,99999999,99999999,
8730,99999999,99999999,99999999,99999999,
8740,99999999,99999999,99999999,99999999,
8750,99999999,99999999,99999999,99999999,
8760,99999999,99999999,99999999,99999999,
8770,99999999,99999999,99999999,99999999,
8780,99999999,99999999,99999999,99999999,
8790,99999999,99999999,99999999,99999999,
8800,99999999,99999999,99999999,99999999,
8810,99999999,99999999,99999999,99999999,
8820,99999999,99999999,99999999,99999999,
8830,99999999,99999999,99999999,99999999,
8840,99999999,99999999,99999999,99999999,
8850,99999999,99999999,99999999,99999999,
8860,99999999,99999999,99999999,99999999,
8870,99999999,99999999,99999999,99999999,
8880,99999999,99999999,99999999,99999999,
8890,99999999,99999999,99999999,99999999,
8900,99999999,99999999,99999999,99999999,
8910,99999999,99999999,99999999,99999999,
8920,99999999,99999999,99999999,99999999,
8930,99999999,99999999,99999999,99999999,
8940,99999999,99999999,99999999,99999999,
8950,99999999,99999999,99999999,99999999,
8960,99999999,99999999,99999999,99999999,
8970,99999999,99999999,99999999,99999999,
8980,99999999,99999999,99999999,99999999,
8990,99999999,99999999,99999999,99999999,
9000,99999999,99999999,99999999,99999999,
9010,99999999,99999999,99999999,99999999,
9020,99999999,99999999,99999999,99999999,
9030,99999999,99999999,99999999,99999999,
9040,99999999,99999999,99999999,99999999,
9050,99999999,99999999,99999999,99999999,
9060,99999999,99999999,99999999,99999999,
9070,99999999,99999999,99999999,99999999,
9080,99999999,99999999,99999999,99999999,
9090,99999999,99999999,99999999,99999999,
9100,99999999,99999999,99999999,99999999,
9110,99999999,99999999,99999999,99999999,
9120,99999999,99999999,99999999,99999999,
9130,99999999,99999999,99999999,99999999,
9140,99999999,99999999,99999999,99999999,
9150,99999999,99999999,99999999,99999999,
9160,99999999,99999999,99999999,99999999,
9170,99999999,99999999,99999999,99999999,
9180,99999999,99999999,99999999,99999999,
9190,99999999,99999999,99999999,99999999,
9200,99999999,99999999,99999999,99999999,
9210,99999999,99999999,99999999,99999999,
9220,99999999,99999999,99999999,99999999,
9230,99999999,99999999,99999999,99999999,
9240,99999999,99999999,99999999,99999999,
9250,99999999,99999999,99999999,99999999,
9260,99999999,99999999,99999999,99999999,
9270,99999999,99999999,99999999,99999999,
9280,99999999,99999999,99999999,99999999,
9290,99999999,99999999,99999999,99999999,
9300,99999999,99999999,99999999,99999999,
9310,99999999,99999999,99999999,99999999,
9320,99999999,99999999,99999999,99999999,
9330,99999999,99999999,99999999,99999999,
9340,99999999,99999999,99999999,99999999,
9350,99999999,99999999,99999999,99999999,
9360,99999999,99999999,99999999,99999999,
9370,99999999,99999999,99999999,99999999,
9380,99999999,99999999,99999999,99999999,
9390,99999999,99999999,99999999,99999999,
9400,99999999,99999999,99999999,99999999,
9410,99999999,99999999,99999999,99999999,
9420,99999999,99999999,99999999,99999999,
9430,99999999,99999999,99999999,99999999,
9440,99999999,99999999,99999999,99999999,
9450,99999999,99999999,99999999,99999999,
9460,99999999,99999999,99999999,99999999,
9470,99999999,99999999,99999999,99999999,
9480,99999999,99999999,99999999,99999999,
9490,99999999,99999999,99999999,99999999,
9500,99999999,99999999,99999999,99999999,
9510,99999999,99999999,99999999,99999999,
9520,99999999,99999999,99999999,99999999,
9530,99999999,99999999,99999999,99999999,
9540,99999999,99999999,99999999,99999999,
9550,99999999,99999999,99999999,99999999,
9560,99999999,99999999,99999999,99999999,
9570,99999999,99999999,99999999,99999999,
9580,99999999,99999999,99999999,99999999,
9590,99999999,99999999,99999999,99999999,
9600,99999999,99999999,99999999,99999999,
9610,99999999,99999999,99999999,99999999,
9620,99999999,99999999,99999999,99999999,
9630,99999999,99999999,99999999,99999999,
9640,99999999,99999999,99999999,99999999,
9650,99999999,99999999,99999999,99999999,
9660,99999999,99999999,99999999,99999999,
9670,99999999,99999999,99999999,99999999,
9680,99999999,99999999,99999999,99999999,
9690,99999999,99999999,99999999,99999999,
9700,99999999,99999999,99999999,99999999,
9710,99999999,99999999,99999999,99999999,
9720,99999999,99999999,99999999,99999999,
9730,99999999,99999999,99999999,99999999,
9740,99999999,99999999,99999999,99999999,
9750,99999999,99999999,99999999,99999999,
9760,99999999,99999999,99999999,99999999,
9770,99999999,99999999,99999999,99999999,
9780,99999999,99999999,99999999,99999999,
9790,99999999,99999999,99999999,99999999,
9800,99999999,99999999,99999999,99999999,
9810,99999999,99999999,99999999,99999999,
9820,99999999,99999999,99999999,99999999,
9830,99999999,99999999,99999999,99999999,
9840,99999999,99999999,99999999,99999999,
9850,99999999,99999999,99999999,99999999,
9860,99999999,99999999,99999999,99999999,
9870,99999999,99999999,99999999,99999999,
9880,99999999,99999999,99999999,99999999,
9890,99999999,99999999,99999999,99999999,
9900,99999999,99999999,99999999,99999999,
9910,99999999,99999999,99999999,99999999,
9920,99999999,99999999,99999999,99999999,
9930,99999999,99999999,99999999,99999999,
9940,99999999,99999999,99999999,99999999,
9950,99999999,99999999,99999999,99999999,
9960,99999999,99999999,99999999,99999999,
9970,99999999,99999999,99999999,99999999,
9980,99999999,99999999,99999999,99999999,
9990,99999999,99999999,99999999,99999999,
10000,99999999,99999999,99999999,99999999,
10010,99999999,99999999,99999999,99999999,
10020,99999999,99999999,99999999,99999999,
10030,99999999,99999999,99999999,99999999,
10040,99999999,99999999,99999999,99999999,
10050,99999999,99999999,99999999,99999999,
10060,99999999,99999999,99999999,99999999,
10070,99999999,99999999,99999999,99999999,
10080,99999999,99999999,99999999,99999999,
10090,99999999,99999999,99999999,99999999,
10100,99999999,99999999,99999999,99999999,
10110,99999999,99999999,99999999,99999999,
10120,99999999,99999999,99999999,99999999,
10130,99999999,99999999,99999999,99999999,
10140,99999999,99999999,99999999,99999999,
10150,99999999,99999999,99999999,99999999,
10160,99999999,99999999,99999999,99999999,
10170,99999999,99999999,99999999,99999999,
10180,99999999,99999999,99999999,99999999,
10190,99999999,99999999,99999999,99999999,
10200,99999999,99999999,99999999,99999999,
10210,99999999,99999999,99999999,99999999,
10220,99999999,99999999,99999999,99999999,
10230,99999999,99999999,99999999,99999999,
10240,99999999,99999999,99999999,99999999,
10250,99999999,99999999,99999999,99999999,
10260,99999999,99999999,99999999,99999999,
10270,99999999,99999999,99999999,99999999,
10280,99999999,99999999,99999999,99999999,
10290,99999999,99999999,99999999,99999999,
10300,99999999,99999999,99999999,99999999,
10310,99999999,99999999,99999999,99999999,
10320,99999999,99999999,99999999,99999999,
10330,99999999,99999999,99999999,99999999,
10340,99999999,99999999,99999999,99999999,
10350,99999999,99999999,99999999,99999999,
10360,99999999,99999999,99999999,99999999,
10370,99999999,99999999,99999999,99999999,
10380,99999999,99999999,99999999,99999999,
10390,99999999,99999999,99999999,99999999,
10400,99999999,99999999,99999999,99999999,
10410,99999999,99999999,99999999,99999999,
10420,99999999,99999999,99999999,99999999,
10430,99999999,99999999,99999999,99999999,
10440,99999999,99999999,99999999,99999999,
10450,99999999,99999999,99999999,99999999,
10460,99999999,99999999,99999999,99999999,
10470,99999999,99999999,99999999,99999999,
10480,99999999,99999999,99999999,99999999,
10490,99999999,99999999,99999999,99999999,
10500,99999999,99999999,99999999,99999999,
10510,99999999,99999999,99999999,99999999,
10520,99999999,99999999,99999999,99999999,
10530,99999999,99999999,99999999,99999999,
10540,99999999,99999999,99999999,99999999,
10550,99999999,99999999,99999999,99999999,
10560,99999999,99999999,99999999,99999999,
10570,99999999,99999999,99999999,99999999,
10580,99999999,99999999,99999999,99999999,
10590,99999999,99999999,99999999,99999999,
10600,99999999,99999999,99999999,99999999,
10610,99999999,99999999,99999999,99999999,
10620,99999999,99999999,99999999,99999999,
10630,99999999,99999999,99999999,99999999,
10640,99999999,99999999,99999999,99999999,
10650,99999999,99999999,99999999,99999999,
10660,99999999,99999999,99999999,99999999,
10670,99999999,99999999,99999999,99999999,
10680,99999999,99999999,99999999,99999999,
10690,99999999,99999999,99999999,99999999,
10700,99999999,99999999,99999999,99999999,
10710,99999999,99999999,99999999,99999999,
10720,99999999,99999999,99999999,99999999,
10730,99999999,99999999,99999999,99999999,
10740,99999999,99999999,99999999,99999999,
10750,99999999,99999999,99999999,99999999,
10760,99999999,99999999,99999999,99999999,
10770,99999999,99999999,99999999,99999999,
10780,99999999,99999999,99999999,99999999,
10790,99999999,99999999,99999999,99999999,
10800,99999999,99999999,99999999,99999999,
10810,99999999,99999999,99999999,99999999,
10820,99999999,99999999,99999999,99999999,
10830,99999999,99999999,99999999,99999999,
10840,99999999,99999999,99999999,99999999,
10850,99999999,99999999,99999999,99999999,
10860,99999999,99999999,99999999,99999999,
10870,99999999,99999999,99999999,99999999,
10880,99999999,99999999,99999999,99999999,
10890,99999999,99999999,99999999,99999999,
10900,99999999,99999999,99999999,99999999,
10910,99999999,99999999,99999999,99999999,
10920,99999999,99999999,99999999,99999999,
10930,99999999,99999999,99999999,99999999,
10940,99999999,99999999,99999999,99999999,
10950,99999999,99999999,99999999,99999999,
10960,99999999,99999999,99999999,99999999,
10970,99999999,99999999,99999999,99999999,
10980,99999999,99999999,99999999,99999999,
10990,99999999,99999999,99999999,99999999,
11000,99999999,99999999,99999999,99999999,
11010,99999999,99999999,99999999,99999999,
11020,99999999,99999999,99999999,99999999,
11030,99999999,99999999,99999999,99999999,
11040,99999999,99999999,99999999,99999999,
11050,99999999,99999999,99999999,99999999,
11060,99999999,99999999,99999999,99999999,
11070,99999999,99999999,99999999,99999999,
11080,99999999,99999999,99999999,99999999,
11090,99999999,99999999,99999999,99999999,
11100,99999999,99999999,99999999,99999999,
11110,99999999,99999999,99999999,99999999,
11120,99999999,99999999,99999999,99999999,
11130,99999999,99999999,99999999,99999999,
11140,99999999,99999999,99999999,99999999,
11150,99999999,99999999,99999999,99999999,
11160,99999999,99999999,99999999,99999999,
11170,99999999,99999999,99999999,99999999,
11180,99999999,99999999,99999999,99999999,
11190,99999999,99999999,99999999,99999999,
11200,99999999,99999999,99999999,99999999,
11210,99999999,99999999,99999999,99999999,
11220,99999999,99999999,99999999,99999999,
11230,99999999,99999999,99999999,99999999,
11240,99999999,99999999,99999999,99999999,
11250,99999999,99999999,99999999,99999999,
11260,99999999,99999999,99999999,99999999,
11270,99999999,99999999,99999999,99999999,
11280,99999999,99999999,99999999,99999999,
11290,99999999,99999999,99999999,99999999,
11300,99999999,99999999,99999999,99999999,
11310,99999999,99999999,99999999,99999999,
11320,99999999,99999999,99999999,99999999,
11330,99999999,99999999,99999999,99999999,
11340,99999999,99999999,99999999,99999999,
11350,99999999,99999999,99999999,99999999,
11360,99999999,99999999,99999999,99999999,
11370,99999999,99999999,99999999,99999999,
11380,99999999,99999999,99999999,99999999,
11390,99999999,99999999,99999999,99999999,
11400,99999999,99999999,99999999,99999999,
11410,99999999,99999999,99999999,99999999,
11420,99999999,99999999,99999999,99999999,
11430,99999999,99999999,99999999,99999999,
11440,99999999,99999999,99999999,99999999,
11450,99999999,99999999,99999999,99999999,
11460,99999999,99999999,99999999,99999999,
11470,99999999,99999999,99999999,99999999,
11480,99999999,99999999,99999999,99999999,
11490,99999999,99999999,99999999,99999999,
11500,99999999,99999999,99999999,99999999,
11510,99999999,99999999,99999999,99999999,
11520,99999999,99999999,99999999,99999999,
11530,99999999,99999999,99999999,99999999,
11540,99999999,99999999,99999999,99999999,
11550,99999999,99999999,99999999,99999999,
11560,99999999,99999999,99999999,99999999,
11570,99999999,99999999,99999999,99999999,
11580,99999999,99999999,99999999,99999999,
11590,99999999,99999999,99999999,99999999,
11600,99999999,99999999,99999999,99999999,
11610,99999999,99999999,99999999,99999999,
11620,99999999,99999999,99999999,99999999,
11630,99999999,99999999,99999999,99999999,
11640,99999999,99999999,99999999,99999999,
11650,99999999,99999999,99999999,99999999,
11660,99999999,99999999,99999999,99999999,
11670,99999999,99999999,99999999,99999999,
11680,99999999,99999999,99999999,99999999,
11690,99999999,99999999,99999999,99999999,
11700,99999999,99999999,99999999,99999999,
11710,99999999,99999999,99999999,99999999,
11720,99999999,99999999,99999999,99999999,
11730,99999999,99999999,99999999,99999999,
11740,99999999,99999999,99999999,99999999,
11750,99999999,99999999,99999999,99999999,
11760,99999999,99999999,99999999,99999999,
11770,99999999,99999999,99999999,99999999,
11780,99999999,99999999,99999999,99999999,
11790,99999999,99999999,99999999,99999999,
11800,99999999,99999999,99999999,99999999,
11810,99999999,99999999,99999999,99999999,
11820,99999999,99999999,99999999,99999999,
11830,99999999,99999999,99999999,99999999,
11840,99999999,99999999,99999999,99999999,
11850,99999999,99999999,99999999,99999999,
11860,99999999,99999999,99999999,99999999,
11870,99999999,99999999,99999999,99999999,
11880,99999999,99999999,99999999,99999999,
11890,99999999,99999999,99999999,99999999,
11900,99999999,99999999,99999999,99999999,
11910,99999999,99999999,99999999,99999999,
11920,99999999,99999999,99999999,99999999,
11930,99999999,99999999,99999999,99999999,
11940,99999999,99999999,99999999,99999999,
11950,99999999,99999999,99999999,99999999,
11960,99999999,99999999,99999999,99999999,
11970,99999999,99999999,99999999,99999999,
11980,99999999,99999999,99999999,99999999,
11990,99999999,99999999,99999999,99999999,
12000,99999999,99999999,99999999,99999999,
12010,99999999,99999999,99999999,99999999,
12020,99999999,99999999,99999999,99999999,
12030,99999999,99999999,99999999,99999999,
12040,99999999,99999999,99999999,99999999,
12050,99999999,99999999,99999999,99999999,
12060,99999999,99999999,99999999,99999999,
12070,99999999,99999999,99999999,99999999,
12080,99999999,99999999,99999999,99999999,
12090,99999999,99999999,99999999,99999999,
12100,99999999,99999999,99999999,99999999,
12110,99999999,99999999,99999999,99999999,
12120,99999999,99999999,99999999,99999999,
12130,99999999,99999999,99999999,99999999,
12140,99999999,99999999,99999999,99999999,
12150,99999999,99999999,99999999,99999999,
12160,99999999,99999999,99999999,99999999,
12170,99999999,99999999,99999999,99999999,
12180,99999999,99999999,99999999,99999999,
12190,99999999,99999999,99999999,99999999,
12200,99999999,99999999,99999999,99999999,
12210,99999999,99999999,99999999,99999999,
12220,99999999,99999999,99999999,99999999,
12230,99999999,99999999,99999999,99999999,
12240,99999999,99999999,99999999,99999999,
12250,99999999,99999999,99999999,99999999,
12260,99999999,99999999,99999999,99999999,
12270,99999999,99999999,99999999,99999999,
12280,99999999,99999999,99999999,99999999,
12290,99999999,99999999,99999999,99999999,
12300,99999999,99999999,99999999,99999999,
12310,99999999,99999999,99999999,99999999,
12320,99999999,99999999,99999999,99999999,
12330,99999999,99999999,99999999,99999999,
12340,99999999,99999999,99999999,99999999,
12350,99999999,99999999,99999999,99999999,
12360,99999999,99999999,99999999,99999999,
12370,99999999,99999999,99999999,99999999,
12380,99999999,99999999,99999999,99999999,
12390,99999999,99999999,99999999,99999999,
12400,99999999,99999999,99999999,99999999,
12410,99999999,99999999,99999999,99999999,
12420,99999999,99999999,99999999,99999999,
12430,99999999,99999999,99999999,99999999,
12440,99999999,99999999,99999999,99999999,
12450,99999999,99999999,99999999,99999999,
12460,99999999,99999999,99999999,99999999,
12470,99999999,99999999,99999999,99999999,
12480,99999999,99999999,99999999,99999999,
12490,99999999,99999999,99999999,99999999,
12500,99999999,99999999,99999999,99999999,
12510,99999999,99999999,99999999,99999999,
12520,99999999,99999999,99999999,99999999,
12530,99999999,99999999,99999999,99999999,
12540,99999999,99999999,99999999,99999999,
12550,99999999,99999999,99999999,99999999,
12560,99999999,99999999,99999999,99999999,
12570,99999999,99999999,99999999,99999999,
12580,99999999,99999999,99999999,99999999,
12590,99999999,99999999,99999999,99999999,
12600,99999999,99999999,99999999,99999999,
